32.819992,21.562378,32.475883,55.88581,67.32963,25.678385,45.84188,67.33779,18.992073,49.693665,61.721046,21.226877,54.140324,46.114704,21.640274,0.0
30.930193,25.229673,33.042267,61.62504,68.58762,22.669146,49.856365,66.81312,16.61306,53.291386,64.20886,20.327087,59.58851,45.351616,20.980347,0.0
31.810759,25.629244,38.390415,64.65435,69.654854,23.00935,54.74057,68.700935,17.566565,61.99994,65.86916,19.608831,69.166435,48.37928,20.163153,0.0
27.931091,27.578749,43.597847,68.97321,68.10174,20.069042,51.68647,73.5567,19.348597,56.26419,69.917015,19.64414,65.302826,53.784325,17.912403,0.0
32.09276,23.353203,33.241924,67.05254,68.83661,21.140545,51.389828,76.74568,19.9984,61.117905,71.20833,18.792252,71.9205,55.087067,18.295395,0.0
31.80996,27.55226,35.681168,62.32822,68.51502,19.254776,47.130352,75.89629,17.297749,49.24969,72.03532,15.952477,53.782677,63.4444,17.40653,0.0
33.74926,24.341425,39.218594,55.963398,70.338455,21.798922,38.758934,74.12735,19.324091,40.839676,68.712845,17.733946,42.995037,64.5496,22.062845,0.0
38.28617,24.19386,25.008152,61.354668,68.98212,21.768185,45.484253,72.76637,19.46253,49.59531,71.20895,16.163874,51.60183,66.65303,20.04665,0.0
40.41759,24.038824,31.862417,56.20492,74.28846,22.963167,44.327106,77.6417,21.851954,49.388138,73.67993,18.469372,46.84712,62.196606,24.502892,0.0
44.45671,20.38076,18.493326,46.836548,78.46502,28.221859,37.81323,83.547615,28.206009,46.89482,80.07862,23.061201,54.0094,67.77485,26.147112,0.0
40.739475,22.986235,18.948952,37.985085,72.96621,32.310062,29.882994,76.89955,36.125378,40.481915,77.035385,27.587873,47.79951,65.52527,30.738356,0.0
46.13926,22.913942,12.094532,36.95985,73.72171,37.11491,28.884996,79.52576,50.173496,40.503654,80.7482,41.3051,46.583,62.761814,50.887108,0.0
40.929325,28.65965,6.4540744,43.45117,75.64877,30.579947,31.352879,85.19565,42.039898,42.45264,80.50435,38.057377,46.0604,58.353523,49.856926,0.0
39.385468,27.470974,9.942629,41.297104,70.18368,32.394577,31.348207,79.102875,44.23744,39.991947,77.00628,39.727745,44.744873,54.29284,49.72206,0.0
36.663227,31.083492,10.665702,43.17728,69.60985,32.86713,33.735138,76.259605,45.60163,40.692875,71.648285,42.75688,43.882816,46.7275,46.97291,0.0
